title,description,datePublished,citation,keywords
rhiory36,NA,NA,2020/03/27,NA
rhiory37,NA,NA,2020/03/27,NA
rhiory38,NA,NA,2020/03/27,NA
rhiory39,NA,NA,2020/03/27,NA
rhiory4,NA,NA,2020/04/03,NA
rhiory5,NA,NA,2020/03/31,NA
rhiory6,NA,NA,2020/03/31,NA
rhiory7,NA,NA,2020/03/31,NA
rhiory8,NA,NA,2020/04/03,NA
rhiory9,NA,NA,2020/03/31,NA
rhisol2,NA,NA,"Cubeta MA et al.,2014",NA
rhisol3,NA,NA,"Wibberg D et al.,2013",NA
rhisol4,NA,NA,"Hane JK et al.,2014",NA
rhisol5,NA,NA,2013/01/28,NA
rhisol6,NA,NA,2014/06/27,NA
rhisp.1,NA,NA,2018/08/30,NA
rhisto1,NA,NA,2018/07/17,NA
rhives1,NA,NA,"Mujic AB et al.,2017",NA
rhivin1,NA,NA,"Mujic AB et al.,2017",NA
rhobut2,NA,NA,"Ruiz-Dueñas FJ et al.,2020",NA
rhodio2,NA,NA,2019/06/18,NA
rhoglu1,NA,NA,"Paul D et al.,2014",NA
rhogra1,NA,NA,"Firrincieli A et al.,N/D",NA
rhogra2,NA,NA,2015/10/14,NA
rhoros1,NA,NA,"Hage H et al.,2021",NA
rhosp.1,NA,NA,"Goordial J et al.,2016",NA
rhosp.2,NA,NA,2019/05/02,NA
rhotai1,NA,NA,"Tkavc R et al.,N/D",NA
rhotor1,NA,NA,"Coradetti ST et al.,2018",NA
rhotor10,NA,NA,2014/06/05,NA
rhotor11,NA,NA,2011/07/20,NA
rhotor4,NA,NA,"Zhang S et al.,2016",NA
rhotor5,NA,NA,"Zhu Z et al.,N/D",NA
rhotor6,NA,NA,"Zhang S et al.,2016",NA
rhotor7,NA,NA,2012/10/30,NA
rhotor8,NA,NA,2015/05/06,NA
rhotor9,NA,NA,2019/07/19,NA
rhyagr1,NA,NA,"Penselin D et al.,2016",NA
rhycom1,NA,NA,"Penselin D et al.,2016",NA
rhyruf1,NA,NA,"Ohm RA et al.,N/D",NA
rhysec1,NA,NA,"Penselin D et al.,2016",NA
ricfib1,NA,NA,"Korotkin HB et al.,2018",NA
ricmel1,NA,NA,"Krizsán K et al.,2019",NA
rigmic1,NA,NA,"Oghenekaro AO et al.,2020",NA
rosnec1,NA,NA,"Shimizu T et al.,2018",NA
roster1,NA,NA,"Franco MEE et al.,2021",NA
rozall1,NA,NA,"Ahrendt SR et al.,2018",NA
rozall2,NA,NA,"James TY et al.,2013",NA
rusbre1,NA,NA,"Looney B et al.,2021",NA
ruscom1,NA,NA,"Looney B et al.,2021",NA
rusdis1,NA,NA,"Looney B et al.,2021",NA
rusear1,NA,NA,"Looney B et al.,2021",NA
ruseme1,NA,NA,"Miyauchi S et al.,2020",NA
rusoch1,NA,NA,"Miyauchi S et al.,2020",NA
rusrug1,NA,NA,"Looney B et al.,2021",NA
rusvin1,NA,NA,"Looney B et al.,2021",NA
rutsp.1,NA,NA,2018/02/26,NA
rutsp.2,NA,NA,2018/02/26,NA
rutsp.3,NA,NA,2018/02/26,NA
sacarb1,NA,NA,"Liti G et al.,2013",NA
sacbou1,NA,NA,"Khatri I et al.,2017",NA
sacbou2,NA,NA,2015/08/20,NA
saccap1,NA,NA,"Krassowski T et al.,2018",NA
saccer10,NA,NA,2011/09/22,NA
saccer100,NA,NA,2015/02/24,NA
saccer101,NA,NA,2015/02/24,NA
saccer102,NA,NA,2015/02/23,NA
saccer103,NA,NA,2015/02/24,NA
saccer104,NA,NA,2011/12/23,NA
saccer105,NA,NA,2011/02/11,NA
saccer106,NA,NA,2011/02/11,NA
saccer107,NA,NA,2011/02/11,NA
saccer108,NA,NA,2011/02/11,NA
saccer109,NA,NA,2011/02/11,NA
saccer11,NA,NA,2015/02/24,NA
saccer110,NA,NA,2011/02/11,NA
saccer111,NA,NA,2005/03/16,NA
saccer112,NA,NA,2008/09/30,NA
saccer113,NA,NA,2009/08/20,NA
saccer114,NA,NA,2005/01/06,NA
saccer115,NA,NA,2012/06/18,NA
saccer116,NA,NA,2013/12/31,NA
saccer117,NA,NA,2013/12/31,NA
saccer118,NA,NA,2013/12/31,NA
saccer119,NA,NA,2013/12/31,NA
saccer12,NA,NA,2015/02/23,NA
saccer120,NA,NA,2010/03/10,NA
saccer121,NA,NA,2021/03/05,NA
saccer13,NA,NA,2015/02/23,NA
saccer14,NA,NA,2015/02/24,NA
saccer15,NA,NA,2015/02/24,NA
saccer16,NA,NA,2015/02/23,NA
saccer17,NA,NA,2015/02/23,NA
saccer18,NA,NA,2015/02/23,NA
saccer19,NA,NA,2015/02/23,NA
saccer2,NA,NA,"Brown SD et al.,2013",NA
saccer20,NA,NA,2015/02/23,NA
saccer21,NA,NA,2015/02/24,NA
saccer22,NA,NA,2015/02/23,NA
saccer23,NA,NA,2015/02/24,NA
saccer24,NA,NA,2015/02/23,NA
saccer25,NA,NA,2015/02/24,NA
saccer26,NA,NA,2015/02/23,NA
saccer27,NA,NA,2015/02/23,NA
saccer28,NA,NA,2015/02/24,NA
saccer29,NA,NA,2014/05/01,NA
saccer3,NA,NA,"Brown SD et al.,2013",NA
saccer30,NA,NA,2015/02/23,NA
saccer31,NA,NA,2015/02/23,NA
saccer32,NA,NA,2015/02/23,NA
saccer33,NA,NA,2015/02/24,NA
saccer34,NA,NA,2015/02/23,NA
saccer35,NA,NA,2015/02/23,NA
saccer36,NA,NA,2015/02/24,NA
saccer37,NA,NA,2015/02/23,NA
saccer38,NA,NA,2015/02/23,NA
saccer39,NA,NA,2015/02/23,NA
saccer4,NA,NA,"Brown SD et al.,2013",NA
saccer40,NA,NA,2015/02/24,NA
saccer41,NA,NA,2015/02/24,NA
saccer42,NA,NA,2015/02/24,NA
saccer43,NA,NA,2015/02/23,NA
saccer44,NA,NA,2015/02/24,NA
saccer45,NA,NA,2015/02/24,NA
saccer46,NA,NA,2015/02/23,NA
saccer47,NA,NA,2015/02/24,NA
saccer48,NA,NA,2015/02/23,NA
saccer49,NA,NA,2015/02/23,NA
saccer5,NA,NA,"Brown SD et al.,2013",NA
saccer50,NA,NA,2015/02/24,NA
saccer51,NA,NA,2015/02/24,NA
saccer52,NA,NA,2015/02/23,NA
saccer53,NA,NA,2015/02/24,NA
saccer54,NA,NA,2015/02/24,NA
saccer55,NA,NA,2015/02/23,NA
saccer56,NA,NA,2015/02/24,NA
saccer57,NA,NA,2015/02/23,NA
saccer58,NA,NA,2015/02/24,NA
saccer59,NA,NA,2015/02/23,NA
saccer6,NA,NA,"Brown SD et al.,2013",NA
saccer60,NA,NA,2015/02/23,NA
saccer61,NA,NA,2015/02/24,NA
saccer62,NA,NA,2015/02/23,NA
saccer63,NA,NA,2015/02/24,NA
saccer64,NA,NA,2015/02/23,NA
saccer65,NA,NA,2015/02/24,NA
saccer66,NA,NA,2015/02/23,NA
saccer67,NA,NA,2015/02/23,NA
saccer68,NA,NA,2015/02/25,NA
saccer69,NA,NA,2015/02/23,NA
saccer7,NA,NA,"Goffeau A et al.,1996",NA
saccer70,NA,NA,2015/02/23,NA
saccer71,NA,NA,2015/02/24,NA
saccer72,NA,NA,2015/02/23,NA
saccer73,NA,NA,2015/02/23,NA
saccer74,NA,NA,2015/02/24,NA
saccer75,NA,NA,2015/02/23,NA
saccer76,NA,NA,2015/02/23,NA
saccer77,NA,NA,2015/02/23,NA
saccer78,NA,NA,2015/02/23,NA
saccer79,NA,NA,2015/02/23,NA
saccer80,NA,NA,2015/02/24,NA
saccer81,NA,NA,2015/02/24,NA
saccer82,NA,NA,2015/02/24,NA
saccer83,NA,NA,2015/02/24,NA
saccer84,NA,NA,2015/02/23,NA
saccer85,NA,NA,2015/02/24,NA
saccer86,NA,NA,2015/02/24,NA
saccer87,NA,NA,2015/02/23,NA
saccer88,NA,NA,2015/02/23,NA
saccer89,NA,NA,2015/02/24,NA
saccer90,NA,NA,2015/02/23,NA
saccer91,NA,NA,2015/02/23,NA
saccer92,NA,NA,2015/02/23,NA
saccer93,NA,NA,2015/02/24,NA
saccer94,NA,NA,2015/02/23,NA
saccer95,NA,NA,2015/02/23,NA
saccer96,NA,NA,2015/02/23,NA
saccer97,NA,NA,2015/02/24,NA
saccer98,NA,NA,2015/02/24,NA
saccer99,NA,NA,2015/02/24,NA
saceub1,NA,NA,"Baker E et al.,2015",NA
sackud1,NA,NA,2003/05/22,NA
saclud1,NA,NA,2018/09/05,NA
sacpar1,NA,NA,2017/03/21,NA
sacpas1,NA,NA,2020/02/26,NA
sacpro1,NA,NA,"Haridas S et al.,2020",NA
sacsp.1,NA,NA,"Dietrich FS et al.,2013",NA
saicom1,NA,NA,"Riley R et al.,2016",NA
saipod1,NA,NA,2018/12/12,NA
saisp.1,NA,NA,2016/03/01,NA
sakvas1,NA,NA,"Chibucos MC et al.,2016",NA
sanbau1,NA,NA,2015/12/22,NA
saping1,NA,NA,2019/09/19,NA
satdis1,NA,NA,"Krassowski T et al.,2018",NA
sceapi1,NA,NA,"Vandeputte P et al.,2014",NA
schcom6,NA,NA,"Ohm RA et al.,2010",NA
schcry1,NA,NA,"Rhind N et al.,2011",NA
schjap1,NA,NA,"Rhind N et al.,2011",NA
schoct1,NA,NA,"Rhind N et al.,2011",NA
schpar1,NA,NA,"Min B et al.,2015",NA
schpom1,NA,NA,"Wood V et al.,2002~Wood V et al.,2012",NA
schspa1,NA,NA,2021/06/28,NA
schsti2,NA,NA,2007/02/23,NA
sclbor1,NA,NA,"Mardanov AV et al.,2014",NA
sclcep1,NA,NA,2020/10/20,NA
sclcit2,NA,NA,"Kohler A et al.,2015",NA
sclscl1,NA,NA,2016/10/31,NA
scltri1,NA,NA,2020/11/18,NA
scylig1,NA,NA,2017/12/06,NA
scysp.2,NA,NA,2014/08/26,NA
sebver1,NA,NA,"Kohler A et al.,2015",NA
sepmus1,NA,NA,"Ohm RA et al.,N/D~Dhillon B et al.,2015",NA
seppop1,NA,NA,"Ohm RA et al.,N/D~Dhillon B et al.,2015",NA
serhim1,NA,NA,"Balasundaram SV et al.,2018",NA
serind2,NA,NA,2021/07/18,NA
serlac1,NA,NA,"Eastwood DC et al.,2011",NA
serlac2,NA,NA,2011/06/16,NA
serlac3,NA,NA,2011/06/16,NA
sersp.3,NA,NA,2021/08/16,NA
sersp.4,NA,NA,2021/08/16,NA
sersp.5,NA,NA,2021/08/16,NA
sersp.6,NA,NA,2021/08/16,NA
sersp.7,NA,NA,2021/08/16,NA
sersp.8,NA,NA,2021/08/16,NA
sersp.9,NA,NA,2021/08/16,NA
server2,NA,NA,2018/04/27,NA
server3,NA,NA,2015/01/21,NA
sethol1,NA,NA,"Haridas S et al.,2020",NA
settur2,NA,NA,"Ohm RA et al.,N/D~Condon BJ et al.,N/D",NA
sisniv1,NA,NA,"Nagy LG et al.,2016",NA
sisniv2,NA,NA,2016/04/25,NA
sissp.1,NA,NA,"Miyauchi S et al.,2020",NA
sissue1,NA,NA,2016/04/26,NA
smiang1,NA,NA,2018/05/08,NA
smicul1,NA,NA,"Wang Y et al.,2016",NA
smicul2,NA,NA,"Wang Y et al.,2016",NA
smimeg1,NA,NA,2018/05/03,NA
smimuc1,NA,NA,"Wang Y et al.,2016",NA
smisim1,NA,NA,2018/05/03,NA
sodalk1,NA,NA,2018/11/05,NA
sorhum1,NA,NA,"Mesny F et al.,2021",NA
sormac1,NA,NA,"Nowrousian M et al.,2010",NA
sorsp.1,NA,NA,2021/11/08,NA
spacri1,NA,NA,2018/11/07,NA
spapas1,NA,NA,2011/08/16,NA
spasp.1,NA,NA,2018/10/23,NA
sphbru1,NA,NA,"Benucci GMN et al.,2019",NA
sphmur1,NA,NA,2018/01/23,NA
sphmus1,NA,NA,2012/10/02,NA
sphpal1,NA,NA,2021/05/05,NA
sphste1,NA,NA,2015/01/21,NA
spipun1,NA,NA,"Russ C et al.,2016",NA
spisp.1,NA,NA,2019/07/01,NA
spobra1,NA,NA,"Teixeira MM et al.,2014",NA
spofim1,NA,NA,2020/01/31,NA
spogra2,NA,NA,2019/05/17,NA
spoins1,NA,NA,"Shang Y et al.,2016",NA
sporei1,NA,NA,"Schirawski J et al.,2010",NA
sporei2,NA,NA,2018/02/08,NA
sposal1,NA,NA,2015/04/21,NA
sposch1,NA,NA,"Teixeira MM et al.,2014",NA
sposch2,NA,NA,2013/10/18,NA
sposci1,NA,NA,2016/03/08,NA
sposci2,NA,NA,2015/05/20,NA
sprlop1,NA,NA,"Campbell SE et al.,N/D",NA
stacha1,NA,NA,"Semeiks J et al.,2014",NA
stacha2,NA,NA,2014/07/21,NA
stacha3,NA,NA,2014/07/16,NA
stachl1,NA,NA,"Semeiks J et al.,2014",NA
staele1,NA,NA,"Mesny F et al.,2021",NA
stalon1,NA,NA,2021/07/02,NA
stanod1,NA,NA,"Hane JK et al.,2007",NA
stasp.1,NA,NA,"Zeiner CA et al.,N/D",NA
stehir1,NA,NA,"Floudas D et al.,2012",NA
stelyc1,NA,NA,"Franco ME et al.,2015",NA
steoch1,NA,NA,2019/03/08,NA
stynor1,NA,NA,2020/09/17,NA
suglig1,NA,NA,2016/05/06,NA
suhtan1,NA,NA,2016/06/10,NA
suiame1,NA,NA,"Lofgren LA et al.,2021",NA
suiamp1,NA,NA,"Lofgren LA et al.,2021",NA
suibov1,NA,NA,"Lofgren LA et al.,2021",NA
suibre1,NA,NA,"Branco S et al.,2015",NA
suicf.3,NA,NA,"Lofgren LA et al.,2021",NA
suicli1,NA,NA,"Lofgren LA et al.,2021",NA
suicot1,NA,NA,"Lofgren LA et al.,2021",NA
suidec1,NA,NA,"Lofgren LA et al.,2021",NA
suidis1,NA,NA,"Lofgren LA et al.,2021",NA
suifus1,NA,NA,"Lofgren LA et al.,2021",NA
suihir1,NA,NA,"Lofgren LA et al.,2021",NA
suilak1,NA,NA,"Lofgren LA et al.,2021",NA
suilut1,NA,NA,"Kohler A et al.,2015",NA
suiocc1,NA,NA,"Lofgren LA et al.,2021",NA
suipal1,NA,NA,"Lofgren LA et al.,2021",NA
suipla2,NA,NA,"Lofgren LA et al.,2021",NA
suiplo1,NA,NA,"Lofgren LA et al.,2021",NA
suispr1,NA,NA,"Lofgren LA et al.,2021",NA
suisub1,NA,NA,"Lofgren LA et al.,2021",NA
suisub2,NA,NA,"Lofgren LA et al.,2021",NA
suisub3,NA,NA,2021/01/15,NA
suitom1,NA,NA,"Lofgren LA et al.,2021",NA
suivar1,NA,NA,"Lofgren LA et al.,2021",NA
suiwea1,NA,NA,"Lofgren LA et al.,2021",NA
synend1,NA,NA,2019/07/01,NA
synend2,NA,NA,2019/07/01,NA
synmic1,NA,NA,2019/07/01,NA
synpse1,NA,NA,"Ahrendt SR et al.,2018",NA
synrac1,NA,NA,"Mondo SJ et al.,2017",NA
talame1,NA,NA,2016/12/09,NA
talatr1,NA,NA,"Thrane U et al.,2017",NA
talbor1,NA,NA,"Varriale S et al.,2018",NA
talcel1,NA,NA,2015/01/06,NA
talisl1,NA,NA,"Schafhauser T et al.,2015",NA
talmar1,NA,NA,"Nierman WC et al.,2015",NA
talmar2,NA,NA,2014/09/08,NA
talpin1,NA,NA,2020/03/17,NA
talrug1,NA,NA,2020/06/23,NA
talsti1,NA,NA,"Nierman WC et al.,2015",NA
talver1,NA,NA,2015/10/01,NA
tapdef1,NA,NA,2012/11/05,NA
tepran1,NA,NA,2021/06/11,NA
tepsp.1,NA,NA,2021/06/11,NA
terbou1,NA,NA,"Murat C et al.,2018",NA
tercla1,NA,NA,"Miyauchi S et al.,2020~Marqués-Gálvez JE et al.,2021",NA
tercry1,NA,NA,2021/09/22,NA
ternub1,NA,NA,"Haridas S et al.,2020",NA
tersp.3,NA,NA,"Poulsen M et al.,2014",NA
tersp.4,NA,NA,2021/03/29,NA
tersp.5,NA,NA,2021/06/11,NA
tersp.6,NA,NA,2021/06/11,NA
tersp.7,NA,NA,2021/06/11,NA
tersp.8,NA,NA,2021/05/06,NA
tersp.9,NA,NA,2021/05/06,NA
tescyp1,NA,NA,"Kijpornyongpan T et al.,2018",NA
tetbla1,NA,NA,"Gordon JL et al.,2011",NA
tetnig1,NA,NA,2020/06/23,NA
tetpha1,NA,NA,"Gordon JL et al.,2011",NA
thacuc1,NA,NA,"Mesny F et al.,2021",NA
thasph1,NA,NA,"Ahrendt SR et al.,2018",NA
thecon1,NA,NA,2020/09/30,NA
thegan1,NA,NA,"Miyauchi S et al.,2020",NA
thelan1,NA,NA,"McHunu NP et al.,2013",NA
theter1,NA,NA,"Miyauchi S et al.,2020",NA
theter2,NA,NA,2011/09/16,NA
theter3,NA,NA,2019/01/10,NA
thethe1,NA,NA,2011/09/16,NA
thipun1,NA,NA,"Wingfield BD et al.,2015",NA
thiter1,NA,NA,"Berka RM et al.,2011",NA
tilano1,NA,NA,"Toome M et al.,2014",NA
tilcar1,NA,NA,"Nguyen HDT et al.,N/D",NA
tilcon1,NA,NA,"Nguyen HDT et al.,N/D",NA
tilind1,NA,NA,"Nguyen HDT et al.,N/D",NA
tillae1,NA,NA,2019/10/30,NA
tillae2,NA,NA,2019/10/30,NA
tilwal1,NA,NA,"Nguyen HDT et al.,N/D",NA
tilwas1,NA,NA,"Kijpornyongpan T et al.,2018",NA
tirniv1,NA,NA,"Miyauchi S et al.,2020~Marqués-Gálvez JE et al.,2021",NA
tolcap1,NA,NA,"Quandt CA et al.,2018",NA
tolinf1,NA,NA,"Bushley KE et al.,2013",NA
toloph1,NA,NA,"Quandt CA et al.,2015",NA
tolpar1,NA,NA,"Quandt CA et al.,2018",NA
torcas1,NA,NA,"Riley R et al.,2016",NA
torcas2,NA,NA,2016/06/10,NA
tordel1,NA,NA,"Gordon JL et al.,2011",NA
torglo1,NA,NA,2020/08/10,NA
torhem1,NA,NA,"Horn F et al.,2015",NA
torsp.1,NA,NA,2020/07/26,NA
totfus1,NA,NA,"Haridas S et al.,2020",NA
trabet1,NA,NA,"Hage H et al.,2021",NA
tracer1,NA,NA,"Hage H et al.,2021",NA
tracin1,NA,NA,"Hage H et al.,2021",NA
tracin2,NA,NA,2014/06/04,NA
tracoc1,NA,NA,2017/04/14,NA
tragib1,NA,NA,"Hage H et al.,2021",NA
trahom1,NA,NA,"Heinz E et al.,N/D~Watson AK et al.,2015",NA
tralju1,NA,NA,"Hage H et al.,2021",NA
tramax1,NA,NA,"Hage H et al.,2021",NA
tramey1,NA,NA,"Hage H et al.,2021",NA
trapol1,NA,NA,"Hage H et al.,2021",NA
trapub1,NA,NA,2016/12/09,NA
traver1,NA,NA,2012/06/21,NA
tremes1,NA,NA,2012/06/21,NA
tremes2,NA,NA,2019/01/29,NA
treper1,NA,NA,"Haridas S et al.,2020",NA
tresp.1,NA,NA,2021/03/17,NA
triaru1,NA,NA,"Proctor RH et al.,2018",NA
triasa1,NA,NA,"Yang R et al.,2003",NA
triasa2,NA,NA,"Yang RY et al.,2012",NA
triasp1,NA,NA,"Kubicek CP et al.,2019",NA
triasp2,NA,NA,"Druzhinina IS et al.,2018",NA
triatr4,NA,NA,"Fanelli F et al.,2018",NA
triatr5,NA,NA,2007/07/17,NA
triben2,NA,NA,2016/07/12,NA
tribis1,NA,NA,"Haridas S et al.,2020",NA
tribre1,NA,NA,"Proctor RH et al.,2018",NA
tricif1,NA,NA,2019/09/26,NA
tricit1,NA,NA,"Druzhinina IS et al.,2018",NA
tricon1,NA,NA,2020/06/23,NA
tricor1,NA,NA,2021/10/26,NA
triequ1,NA,NA,"Martinez DA et al.,N/D",NA
trifur1,NA,NA,2021/06/11,NA
trigam1,NA,NA,"Baroncelli R et al.,2016",NA
trigra1,NA,NA,2021/09/15,NA
trigri1,NA,NA,"Steindorff AS et al.,2021",NA
trigui1,NA,NA,"Druzhinina IS et al.,2018",NA
triham1,NA,NA,"Studholme DJ et al.,N/D",NA
trihar3,NA,NA,"Kubicek CP et al.,2019~Steindorff AS et al.,2014",NA
trihar4,NA,NA,"Druzhinina IS et al.,2018",NA
trihir1,NA,NA,2021/09/21,NA
trihyb1,NA,NA,"Miyauchi S et al.,2020",NA
triint1,NA,NA,"Persinoti GF et al.,2018",NA
triint2,NA,NA,2014/04/02,NA
trilen1,NA,NA,2020/03/06,NA
trilon2,NA,NA,"Druzhinina IS et al.,2018",NA
trimat1,NA,NA,"Miyauchi S et al.,2020",NA
trimen1,NA,NA,"Alshahni MM et al.,2018",NA
triole1,NA,NA,"Kourist R et al.,2015",NA
tripar2,NA,NA,"Yang D et al.,2015",NA
triple1,NA,NA,"Marik T et al.,2017",NA
triree1,NA,NA,"Li WC et al.,N/D~Martinez D et al.,2008",NA
triree2,NA,NA,"Jourdier E et al.,N/D",NA
triree3,NA,NA,"Li WC et al.,2021~Li WC et al.,2020",NA
triree4,NA,NA,"Li WC et al.,2021~Li WC et al.,2020",NA
trirub1,NA,NA,"Martinez DA et al.,N/D",NA
trirub10,NA,NA,2014/04/02,NA
trirub2,NA,NA,2014/04/02,NA
trirub3,NA,NA,2014/04/02,NA
trirub4,NA,NA,2014/04/02,NA
trirub5,NA,NA,2014/04/02,NA
trirub6,NA,NA,2014/04/02,NA
trirub7,NA,NA,2014/04/02,NA
trirub8,NA,NA,2014/04/02,NA
trirub9,NA,NA,2014/04/02,NA
trisem1,NA,NA,2021/09/20,NA
trisim1,NA,NA,2021/08/11,NA
trisou1,NA,NA,"Persinoti GF et al.,2018",NA
triton1,NA,NA,"Martinez DA et al.,N/D",NA
triver1,NA,NA,"Burmester A et al.,N/D",NA
trivio1,NA,NA,"Zhan P et al.,2017",NA
trivir1,NA,NA,2007/07/17,NA
truang1,NA,NA,"Mesny F et al.,2021",NA
tubaes1,NA,NA,"Murat C et al.,2018",NA
tubbor1,NA,NA,"Murat C et al.,2018",NA
tubbru1,NA,NA,"Morin E et al.,2021",NA
tubind1,NA,NA,"Morin E et al.,2021",NA
tubmag1,NA,NA,"Murat C et al.,2018",NA
tubmel2,NA,NA,"Martin F et al.,2010~Murat C et al.,2018",NA
tubrat1,NA,NA,2019/01/08,NA
tulcal2,NA,NA,"Kohler A et al.,2015",NA
tulcal4,NA,NA,2015/01/21,NA
tulsp.10,NA,NA,2021/08/16,NA
tulsp.11,NA,NA,2021/08/16,NA
tulsp.12,NA,NA,2021/08/16,NA
tulsp.13,NA,NA,2021/08/16,NA
tulsp.14,NA,NA,2021/08/16,NA
tulsp.15,NA,NA,2021/08/16,NA
tulsp.3,NA,NA,2021/08/16,NA
tulsp.4,NA,NA,2021/08/16,NA
tulsp.5,NA,NA,2021/08/16,NA
tulsp.6,NA,NA,2021/08/16,NA
tulsp.7,NA,NA,2021/08/16,NA
tulsp.8,NA,NA,2021/08/16,NA
tulsp.9,NA,NA,2021/08/16,NA
umbpus1,NA,NA,"Dal Grande F et al.,2017",NA
umbvin1,NA,NA,2021/01/27,NA
uncree1,NA,NA,"Sharpton TJ et al.,2009",NA
uncree2,NA,NA,2005/09/13,NA
ustbro1,NA,NA,"Rabe F et al.,2016",NA
usthor1,NA,NA,"Laurie JD et al.,2012",NA
ustmay1,NA,NA,2003/07/29,NA
ustsha1,NA,NA,2021/07/14,NA
ustsp.1,NA,NA,2021/02/22,NA
ustsp.2,NA,NA,2021/02/22,NA
usttri1,NA,NA,2019/08/23,NA
ustvir1,NA,NA,"Kumagai T et al.,2016",NA
valmal2,NA,NA,2018/11/19,NA
valmal3,NA,NA,"Yin Z et al.,2015",NA
valmal4,NA,NA,2015/01/02,NA
valsor1,NA,NA,2018/11/19,NA
vanhum1,NA,NA,2019/08/22,NA
vanpol1,NA,NA,"Scannell DR et al.,2007",NA
varmin1,NA,NA,"Looney B et al.,2021",NA
vavcul1,NA,NA,"Desjardins CA et al.,2015",NA
venech1,NA,NA,2018/08/03,NA
veneff1,NA,NA,"Winter DJ et al.,2020",NA
venina1,NA,NA,"Deng CH et al.,2017",NA
vennas1,NA,NA,2019/03/29,NA
vennas2,NA,NA,2019/03/29,NA
venpir1,NA,NA,"Deng CH et al.,2017~Cooke IR et al.,2014",NA
veralf1,NA,NA,"Klosterman SJ et al.,2011",NA
verdah2,NA,NA,"Klosterman SJ et al.,2011",NA
verdah3,NA,NA,"Mesny F et al.,2021",NA
verdah4,NA,NA,2020/02/24,NA
verdah5,NA,NA,2020/02/24,NA
verena1,NA,NA,"Haridas S et al.,2020",NA
vergal1,NA,NA,"Teixeira MM et al.,2017",NA
verlon1,NA,NA,"Fogelqvist J et al.,2018",NA
vernon1,NA,NA,2018/11/13,NA
viopal1,NA,NA,"Kijpornyongpan T et al.,2018~Albu S et al.,2015",NA
virvir1,NA,NA,"Haridas S et al.,2020",NA
vitcor1,NA,NA,"Cuomo CA et al.,2012",NA
volvol2,NA,NA,2016/07/22,NA
walhed1,NA,NA,2019/04/26,NA
walich1,NA,NA,"Zajc J et al.,2013",NA
walmel1,NA,NA,2012/03/15,NA
wesorn1,NA,NA,"Haridas S et al.,2020",NA
whamic1,NA,NA,"Franco MEE et al.,2021",NA
wicano1,NA,NA,"Riley R et al.,2016",NA
wiccif1,NA,NA,2012/09/13,NA
wicmuc1,NA,NA,2021/10/20,NA
wicpij1,NA,NA,2021/10/20,NA
wicsor1,NA,NA,"Lee H et al.,N/D",NA
wilmik1,NA,NA,"Miyauchi S et al.,2020",NA
wolcoc1,NA,NA,"Floudas D et al.,2012",NA
xerbad1,NA,NA,"Miyauchi S et al.,2020",NA
xylacu1,NA,NA,"Franco MEE et al.,2021",NA
xylarb1,NA,NA,"Franco MEE et al.,2021",NA
xylarb2,NA,NA,"Franco MEE et al.,2021",NA
xylbam1,NA,NA,"Franco MEE et al.,2021",NA
xylcf.1,NA,NA,"Franco MEE et al.,2021",NA
xylcf.2,NA,NA,"Franco MEE et al.,2021",NA
xylcub1,NA,NA,"Franco MEE et al.,2021",NA
xylcur2,NA,NA,"Franco MEE et al.,2021",NA
xyldig1,NA,NA,"Franco MEE et al.,2021",NA
xylfla1,NA,NA,"Franco MEE et al.,2021",NA
xylgra1,NA,NA,"Franco MEE et al.,2021",NA
xylhev1,NA,NA,"Gazis R et al.,2016",NA
xylint1,NA,NA,"Franco MEE et al.,2021",NA
xyllon1,NA,NA,"Franco MEE et al.,2021",NA
xylmul1,NA,NA,2020/03/02,NA
xylnig1,NA,NA,"Franco MEE et al.,2021",NA
xylpal1,NA,NA,"Franco MEE et al.,2021",NA
xylscr1,NA,NA,"Franco MEE et al.,2021",NA
xylsp.10,NA,NA,"Franco MEE et al.,2021",NA
xylsp.11,NA,NA,"Franco MEE et al.,2021",NA
xylsp.12,NA,NA,"Franco MEE et al.,2021",NA
xylsp.13,NA,NA,"Franco MEE et al.,2021",NA
xylsp.14,NA,NA,"Franco MEE et al.,2021",NA
xylsp.15,NA,NA,"Franco MEE et al.,2021",NA
xylsp.16,NA,NA,"Franco MEE et al.,2021",NA
xylsp.17,NA,NA,"Franco MEE et al.,2021",NA
xylsp.18,NA,NA,"Franco MEE et al.,2021",NA
xylsp.19,NA,NA,"Franco MEE et al.,2021",NA
xylsp.2,NA,NA,"Franco MEE et al.,2021",NA
xylsp.20,NA,NA,"Franco MEE et al.,2021",NA
xylsp.3,NA,NA,"Franco MEE et al.,2021",NA
xylsp.4,NA,NA,"Franco MEE et al.,2021",NA
xylsp.5,NA,NA,"Franco MEE et al.,2021",NA
xylsp.6,NA,NA,"Franco MEE et al.,2021",NA
xylsp.8,NA,NA,"Franco MEE et al.,2021",NA
xylsp.9,NA,NA,"Franco MEE et al.,2021",NA
xyltel1,NA,NA,"Franco MEE et al.,2021",NA
xylven1,NA,NA,"Franco MEE et al.,2021",NA
yamten1,NA,NA,2011/08/16,NA
yarlip10,NA,NA,"Pomraning KR et al.,2018",NA
yarlip11,NA,NA,"Dujon B et al.,2004",NA
yarlip12,NA,NA,2004/07/02,NA
